Date,Open,High,Low,Close,Shares Traded,Turnover (Rs. Cr)
2012-01-04,3416.9,3427.05,3363.6,3386.1,38500834.0,1101.36
2012-01-05,3385.85,3444.5,3383.15,3426.75,37421618.0,1049.96
2012-01-06,3404.75,3434.75,3372.65,3416.0,29367613.0,794.17
2012-01-07,3423.3,3426.35,3406.8,3411.3,2062491.0,58.36
2012-01-09,3401.0,3403.3,3365.2,3395.85,20430258.0,561.18
2012-01-10,3409.75,3498.05,3409.75,3493.55,30528827.0,759.37
2012-01-11,3504.95,3512.55,3477.45,3503.95,30420429.0,799.07
2012-01-12,3490.9,3547.55,3486.45,3529.85,24436224.0,653.21
2012-01-13,3556.95,3572.75,3506.95,3531.7,33214129.0,821.0
2012-01-16,3510.05,3563.75,3487.95,3557.8,33320538.0,894.18
2012-01-17,3589.7,3657.15,3587.35,3643.15,40546510.0,1316.5
2012-01-18,3653.05,3653.35,3592.05,3600.15,39015729.0,1236.31
2012-01-19,3634.25,3660.3,3631.85,3637.5,40973497.0,1121.86
2012-01-20,3646.9,3682.15,3629.2,3664.2,40098535.0,1332.53
2012-01-23,3664.55,3686.75,3637.6,3677.95,28776148.0,946.39
2012-01-24,3693.05,3739.05,3647.6,3730.45,39020597.0,1123.02
2012-01-25,3743.35,3795.0,3734.75,3775.4,45177223.0,1200.76
2012-01-27,3800.9,3825.65,3785.5,3818.55,46476630.0,1457.67
2012-01-30,3800.85,3803.6,3741.6,3749.75,34804605.0,911.95
2012-01-31,3777.2,3849.25,3763.2,3836.5,35098709.0,1022.54
2012-02-01,3846.95,3924.1,3846.15,3910.0,56980531.0,1419.14
2012-02-02,3950.25,3956.55,3899.4,3922.5,53373271.0,1259.93
2012-02-03,3932.4,3961.65,3903.9,3944.4,48192864.0,1004.05
2012-02-06,3981.75,4011.75,3954.8,3985.3,39616410.0,838.04
2012-02-07,4013.15,4013.15,3925.15,3940.95,37564084.0,990.26
2012-02-08,3940.0,3991.6,3912.0,3969.15,37569393.0,953.28
2012-02-09,3960.0,4053.2,3955.95,4040.8,41391121.0,1062.98
2012-02-10,4034.85,4078.25,4000.5,4031.2,42611013.0,991.02
2012-02-13,4034.9,4088.15,4034.45,4068.65,31325768.0,799.7
2012-02-14,4073.3,4181.55,4073.3,4154.2,43837354.0,1163.78
2012-02-15,4217.3,4331.5,4214.75,4293.95,82652995.0,1951.43
2012-02-16,4263.9,4312.7,4221.25,4296.45,53753500.0,1383.39
2012-02-17,4336.55,4350.15,4268.75,4277.95,47680866.0,1228.23
2012-02-21,4280.85,4311.75,4267.45,4290.45,39873748.0,1110.86
2012-02-22,4289.15,4327.7,4210.15,4229.3,42319658.0,1118.5
2012-02-23,4218.9,4244.45,4169.95,4189.25,42810378.0,1114.23
2012-02-24,4209.6,4240.2,4152.85,4169.85,24218845.0,645.09
2012-02-27,4185.95,4185.95,4004.95,4034.1,26392895.0,769.54
2012-02-28,4057.5,4172.55,4057.5,4160.05,30280042.0,893.37
2012-02-29,4186.55,4234.5,4120.3,4159.4,35837385.0,923.73
2012-03-01,4154.85,4178.05,4081.55,4115.7,27932013.0,1036.68
2012-03-02,4149.15,4160.0,4093.5,4114.6,33297083.0,965.9
2012-03-03,4116.65,4119.6,4103.1,4105.8,2216125.0,39.59
2012-03-05,4094.8,4108.65,4059.7,4089.8,29354535.0,877.42
2012-03-06,4081.85,4177.2,4049.2,4066.9,28402894.0,926.66
2012-03-07,4062.9,4091.3,4042.9,4071.95,22059768.0,711.82
2012-03-09,4123.35,4171.6,4118.8,4165.0,29793428.0,887.05
2012-03-12,4191.7,4205.75,4144.1,4193.9,30311094.0,867.06
2012-03-13,4209.25,4235.7,4189.4,4194.35,24077275.0,858.22
2012-03-14,4229.2,4281.9,4225.3,4237.25,25254653.0,892.68
2012-03-15,4234.8,4234.8,4173.55,4209.0,23205463.0,678.05
2012-03-16,4196.75,4310.3,4152.05,4215.4,37113278.0,1361.35
2012-03-19,4225.15,4249.65,4187.7,4197.05,26742108.0,744.3
2012-03-20,4198.1,4218.5,4105.35,4132.1,30568519.0,953.36
2012-03-21,4134.75,4198.9,4104.45,4192.2,38021980.0,1069.39
2012-03-22,4179.2,4231.15,4104.3,4118.75,67972925.0,1048.56
2012-03-23,4121.2,4177.75,4074.55,4147.75,28371001.0,856.08
2012-03-26,4151.3,4151.3,4079.8,4093.0,28222724.0,739.85
2012-03-27,4134.75,4139.9,4061.1,4106.95,32268937.0,780.05
2012-03-28,4100.25,4103.35,4066.5,4083.95,19856527.0,578.07
2012-03-29,4062.4,4116.85,4043.55,4105.95,34654660.0,914.58
2012-03-30,4126.1,4222.75,4115.85,4207.0,27793435.0,660.94
2012-04-02,4244.5,4247.9,4193.6,4216.3,26359974.0,624.12
2012-04-03,4234.1,4243.7,4200.35,4209.95,27658857.0,580.2
2012-04-04,4194.35,4206.95,4175.95,4188.8,20771753.0,493.74
2012-04-09,4168.15,4175.65,4130.45,4139.35,20407341.0,451.68
2012-04-10,4151.2,4190.25,4127.9,4184.1,29725999.0,569.41
2012-04-11,4162.5,4204.35,4150.6,4168.3,26174824.0,635.94
2012-04-12,4187.95,4226.05,4180.2,4214.9,20937243.0,532.84
2012-04-13,4227.2,4314.25,4222.6,4229.75,27895045.0,730.78
2012-04-16,4228.65,4294.6,4215.6,4284.95,21611262.0,647.9
2012-04-17,4311.75,4331.6,4265.7,4325.95,30454361.0,869.45
2012-04-18,4345.35,4405.2,4345.35,4389.6,41076839.0,991.68
2012-04-19,4411.6,4486.2,4395.05,4471.3,46058699.0,1088.85
2012-04-20,4457.25,4505.15,4433.85,4472.4,41197269.0,940.94
2012-04-23,4466.5,4501.5,4380.5,4396.3,27228319.0,651.83
2012-04-24,4388.95,4404.3,4359.5,4395.65,21701481.0,599.49
2012-04-25,4388.55,4432.0,4374.7,4416.45,24268847.0,703.35
2012-04-26,4429.45,4438.85,4368.0,4377.05,29702745.0,888.97
2012-04-27,4385.95,4417.7,4360.15,4384.4,19977241.0,595.02
2012-04-28,4394.75,4411.15,4380.8,4401.95,1313534.0,34.58
2012-04-30,4395.1,4440.4,4371.95,4433.15,24819184.0,732.97
2012-05-02,4432.2,4432.2,4346.7,4356.9,35319509.0,874.51
2012-05-03,4331.85,4331.85,4243.65,4250.4,30558324.0,1115.51
2012-05-04,4227.05,4229.85,4138.4,4174.65,44478466.0,1196.14
2012-05-07,4134.0,4254.1,4086.3,4228.9,31695825.0,1101.8
2012-05-08,4241.2,4268.9,4130.9,4142.25,32133220.0,869.17
2012-05-09,4103.35,4139.75,4082.6,4105.4,24348342.0,766.09
2012-05-10,4112.0,4172.45,4060.25,4072.75,27568515.0,742.36
2012-05-11,4051.4,4114.3,4032.6,4094.1,21575879.0,625.0
2012-05-14,4103.85,4130.75,4043.15,4073.5,19114688.0,607.79
2012-05-15,4046.25,4089.9,4030.95,4076.05,29135881.0,741.83
2012-05-16,3988.35,3990.3,3931.85,3973.8,40014106.0,1067.44
2012-05-17,3989.25,4011.65,3940.0,3952.55,29908472.0,931.57
2012-05-18,3889.25,3904.45,3827.8,3875.85,25783016.0,693.09
2012-05-21,3873.05,3923.65,3873.05,3903.1,18234628.0,476.6
2012-05-22,3936.0,3958.05,3869.35,3878.05,19892987.0,642.96
2012-05-23,3855.75,3865.15,3818.2,3853.7,19494363.0,736.88
2012-05-24,3846.5,3897.65,3813.75,3893.3,21911565.0,658.71
2012-05-25,3881.1,3900.3,3852.95,3884.15,21902280.0,551.55
2012-05-28,3895.45,3951.55,3891.1,3946.9,23191435.0,544.64
2012-05-29,3973.55,3986.3,3944.8,3958.85,25632880.0,739.89
2012-05-30,3879.05,3879.05,3808.05,3814.15,51654565.0,1526.75
2012-05-31,3770.7,3772.95,3729.8,3739.75,57956618.0,1638.97
2012-06-01,3742.2,3751.3,3663.25,3670.8,42237200.0,1009.87
2012-06-04,3636.95,3702.9,3612.95,3695.25,29327013.0,731.91
2012-06-05,3696.85,3715.2,3676.45,3685.5,25616752.0,715.18
2012-06-06,3704.8,3830.8,3704.8,3821.55,43650541.0,1154.85
2012-06-07,3836.2,3880.05,3814.95,3871.45,27950262.0,770.97
2012-06-08,3858.1,3881.7,3823.35,3872.75,21635387.0,600.28
2012-06-11,3889.4,3924.9,3832.9,3846.7,22306562.0,653.53
2012-06-12,3821.7,3924.85,3821.7,3914.3,23346330.0,667.91
2012-06-13,3910.4,3916.95,3838.6,3851.7,23888829.0,694.02
2012-06-14,3854.45,3871.6,3768.7,3778.95,24593856.0,608.96
2012-06-15,3795.75,3882.15,3795.75,3876.7,34018559.0,1009.95
2012-06-18,3902.45,3942.9,3828.3,3850.0,34244282.0,760.76
2012-06-19,3848.0,3878.75,3830.1,3850.4,26000925.0,520.42
2012-06-20,3867.0,3903.25,3862.8,3889.5,32395333.0,743.88
2012-06-21,3878.0,3923.2,3859.05,3917.85,23937960.0,673.14
2012-06-22,3884.8,3957.4,3880.95,3920.8,26809079.0,728.1
2012-06-25,3929.2,3969.3,3885.0,3895.35,23650586.0,637.03
2012-06-26,3889.75,3913.45,3879.2,3907.05,13171265.0,366.53
2012-06-27,3923.05,3932.55,3871.25,3880.9,21632850.0,498.15
2012-06-28,3888.9,3897.55,3831.35,3886.9,29987446.0,730.02
2012-06-29,3922.5,3976.0,3922.5,3966.4,33392075.0,834.27
2012-07-02,3960.5,3967.6,3930.65,3943.95,32172020.0,677.11
2012-07-03,3959.8,3978.4,3928.85,3949.45,25507374.0,621.82
2012-07-04,3959.5,3992.4,3959.5,3969.85,40862595.0,773.33
2012-07-05,3954.3,4006.5,3952.95,3999.15,47407321.0,790.16
2012-07-06,4001.7,4020.1,3981.5,3983.65,30272348.0,758.06
2012-07-09,3963.6,3984.55,3938.05,3945.05,34445718.0,662.07
2012-07-10,3954.95,4017.75,3954.95,4006.5,31638864.0,685.01
2012-07-11,3988.55,3996.7,3957.15,3960.9,25896925.0,582.52
2012-07-12,3940.3,3950.25,3913.95,3921.55,27512309.0,611.77
2012-07-13,3921.6,3945.3,3909.3,3919.35,21135204.0,461.39
2012-07-16,3932.5,3948.1,3884.5,3888.8,21022782.0,507.38
2012-07-17,3910.7,3915.65,3828.95,3836.7,24482913.0,660.31
2012-07-18,3828.5,3865.9,3787.9,3861.55,26846864.0,860.19
2012-07-19,3872.15,3876.3,3839.65,3845.9,28500905.0,1618.41
2012-07-20,3818.15,3861.5,3818.15,3856.65,20491709.0,984.15
2012-07-23,3818.45,3818.45,3755.0,3763.2,19863354.0,779.08
2012-07-24,3765.8,3783.9,3743.55,3758.55,29558274.0,676.27
2012-07-25,3741.45,3746.0,3703.45,3735.85,25155648.0,552.31
2012-07-26,3742.25,3752.8,3689.1,3701.15,58668693.0,962.19
2012-07-27,3751.95,3766.75,3711.45,3735.15,35270213.0,633.96
2012-07-30,3747.6,3822.5,3746.55,3818.2,27442922.0,594.59
2012-07-31,3818.2,3833.45,3771.5,3829.75,22774679.0,639.86
2012-08-01,3823.2,3844.35,3809.05,3823.5,25083160.0,673.68
2012-08-02,3809.1,3809.8,3784.8,3804.1,24360700.0,502.23
2012-08-03,3784.85,3785.9,3745.35,3778.7,18228804.0,457.91
2012-08-06,3824.4,3857.8,3820.65,3852.05,16666248.0,464.96
2012-08-07,3857.8,3915.55,3853.2,3910.55,22717471.0,694.78
2012-08-08,3919.8,3978.5,3919.8,3951.2,28332785.0,848.05
2012-08-09,3964.05,4016.75,3942.45,3969.25,52881212.0,1275.08
2012-08-10,3953.95,3957.4,3917.75,3930.2,26424068.0,652.82
2012-08-13,3928.7,3933.8,3892.7,3924.65,20645731.0,559.69
2012-08-14,3918.25,3959.6,3915.8,3954.95,20896966.0,529.63
2012-08-16,3963.7,4006.25,3958.15,3988.45,26730623.0,711.98
2012-08-17,3999.35,4041.2,3999.35,4014.35,34055738.0,847.56
2012-08-21,4022.6,4074.45,4022.6,4067.7,28283707.0,723.39
2012-08-22,4052.7,4099.35,4052.5,4077.7,20299877.0,534.16
2012-08-23,4079.6,4088.4,4030.2,4042.25,22316128.0,527.13
2012-08-24,4023.5,4047.65,3998.9,4040.1,18778977.0,497.48
2012-08-27,4045.05,4057.35,4020.2,4024.6,20023909.0,448.48
2012-08-28,4018.95,4026.15,3969.35,3984.5,20853594.0,491.15
2012-08-29,3982.75,3984.2,3911.8,3927.2,21718249.0,607.16
2012-08-30,3910.1,3962.7,3880.55,3931.2,28948439.0,825.01
2012-08-31,3924.7,3929.45,3869.6,3889.25,18609002.0,502.16
2012-09-03,3897.05,3940.5,3887.3,3905.3,22287979.0,535.61
2012-09-04,3900.15,3935.15,3892.6,3931.0,20493702.0,452.0
2012-09-05,3909.8,3922.0,3886.8,3893.1,17416386.0,460.94
2012-09-06,3879.75,3930.1,3867.7,3915.8,18668293.0,529.54
2012-09-07,3966.6,4001.7,3964.85,3994.85,26548918.0,751.55
2012-09-08,4004.55,4018.7,4003.05,4014.3,2084532.0,54.77
2012-09-10,4008.2,4045.35,3997.5,4036.25,16879614.0,487.49
2012-09-11,4011.4,4032.9,3997.1,4030.0,18557656.0,534.73
2012-09-12,4042.25,4094.1,4042.25,4089.6,33011504.0,730.98
2012-09-13,4092.9,4108.05,4069.3,4078.8,25134115.0,566.08
2012-09-14,4120.75,4196.4,4120.75,4191.2,47484168.0,997.25
2012-09-17,4241.65,4319.25,4241.65,4264.25,44658488.0,1231.79
2012-09-18,4257.8,4275.6,4247.85,4267.4,28239831.0,791.36
2012-09-20,4222.85,4279.25,4213.5,4248.55,33868891.0,877.31
2012-09-21,4269.15,4339.25,4265.35,4318.05,40301690.0,1164.53
2012-09-24,4319.15,4382.05,4319.15,4352.25,34405130.0,932.48
2012-09-25,4360.05,4387.6,4302.15,4318.0,25191874.0,676.32
2012-09-26,4293.5,4327.35,4276.9,4302.65,28985464.0,737.68
2012-09-27,4312.75,4357.65,4284.05,4297.6,34565199.0,1050.61
2012-09-28,4328.5,4407.95,4328.5,4369.55,28435148.0,901.97
2012-10-01,4378.9,4415.35,4372.55,4399.95,28022333.0,726.34
2012-10-03,4392.95,4422.25,4377.35,4390.65,26626423.0,718.16
2012-10-04,4408.25,4430.9,4379.95,4383.2,23644728.0,771.34
2012-10-05,4408.3,4465.75,4076.5,4406.95,36742219.0,1122.08
2012-10-08,4409.95,4415.45,4349.4,4355.9,24340710.0,707.98
2012-10-09,4363.55,4395.65,4323.75,4347.65,20894747.0,632.7
2012-10-10,4321.15,4351.35,4309.9,4314.4,20084461.0,525.04
2012-10-11,4321.1,4349.9,4279.8,4337.85,20630602.0,718.45
2012-10-12,4326.35,4360.6,4308.25,4314.65,21635924.0,578.64
2012-10-15,4309.1,4317.5,4290.05,4303.15,12483055.0,413.01
2012-10-16,4289.35,4309.75,4248.95,4258.35,20789749.0,702.64
2012-10-17,4288.2,4298.1,4250.35,4278.4,19347084.0,655.44
2012-10-18,4291.85,4341.05,4287.8,4334.45,18694420.0,578.2
2012-10-19,4331.6,4344.0,4278.85,4297.4,24508258.0,583.74
2012-10-22,4287.8,4314.45,4259.95,4295.4,18906444.0,484.14
2012-10-23,4288.65,4288.75,4252.4,4263.45,14976805.0,391.71
2012-10-25,4258.0,4294.75,4253.75,4286.6,25199336.0,908.17
2012-10-26,4280.1,4333.2,4280.1,4323.5,13419326.0,557.06
2012-10-29,4330.35,4358.75,4304.45,4324.15,13274358.0,531.56
2012-10-30,4325.55,4332.3,4235.5,4263.7,25920698.0,850.16
2012-10-31,4265.25,4333.95,4265.2,4329.4,29362823.0,883.54
2012-11-01,4342.65,4436.05,4340.55,4427.65,25811469.0,902.97
2012-11-02,4465.4,4496.3,4448.25,4488.7,48506459.0,1051.59
2012-11-05,4485.0,4500.3,4436.8,4463.85,19905345.0,580.35
2012-11-06,4449.3,4458.9,4424.7,4445.0,29829541.0,717.72
2012-11-07,4442.95,4508.95,4442.95,4478.0,23293693.0,613.03
2012-11-08,4446.6,4531.05,4431.25,4515.0,39178988.0,993.4
2012-11-09,4515.2,4529.45,4484.7,4495.25,53885850.0,583.15
2012-11-12,4504.45,4508.3,4472.55,4490.85,30358485.0,507.62
2012-11-13,4491.45,4504.2,4474.3,4478.55,6587611.0,95.58
2012-11-15,4441.7,4446.85,4415.85,4441.05,50376146.0,838.55
2012-11-16,4440.75,4457.2,4359.9,4374.1,31239867.0,550.56
2012-11-19,4380.6,4423.85,4380.55,4413.7,34696481.0,722.99
2012-11-20,4443.4,4464.05,4404.1,4439.8,29930842.0,780.79
2012-11-21,4448.15,4456.9,4421.6,4437.45,27839678.0,539.7
2012-11-22,4439.75,4478.0,4423.4,4428.95,31142570.0,564.5
2012-11-23,4420.8,4449.2,4415.3,4443.5,23694367.0,453.27
2012-11-26,4457.1,4470.45,4429.95,4434.5,26735323.0,655.59
2012-11-27,4451.3,4488.3,4448.1,4480.65,25687086.0,656.67
2012-11-29,4492.0,4575.05,4491.55,4566.95,42965469.0,1496.6
2012-11-30,4569.1,4602.1,4532.15,4556.0,93750334.0,2478.38
2012-12-03,4559.3,4595.9,4554.95,4568.45,26312581.0,739.61
2012-12-04,4569.45,4578.9,4535.85,4550.65,22447209.0,523.76
2012-12-05,4560.55,4590.05,4550.35,4554.4,23991436.0,746.0
2012-12-06,4575.3,4605.4,4540.15,4592.1,26600259.0,739.28
2012-12-07,4598.05,4665.45,4598.05,4618.15,31091932.0,1016.33
2012-12-10,4621.1,4639.45,4591.7,4604.3,24146066.0,630.44
2012-12-11,4603.35,4633.9,4564.05,4605.0,24482790.0,746.79
2012-12-12,4617.35,4660.1,4617.35,4647.4,30505293.0,1105.04
2012-12-13,4676.85,4731.15,4669.95,4685.55,41722547.0,1180.68
2012-12-14,4683.8,4720.35,4676.45,4714.3,29460726.0,873.2
2012-12-17,4705.4,4765.4,4705.4,4744.6,27791232.0,758.62
2012-12-18,4766.2,4788.0,4749.35,4769.4,30586548.0,915.55
2012-12-19,4793.95,4853.4,4793.65,4847.3,28162163.0,894.09
2012-12-20,4849.6,4856.8,4802.25,4814.2,22627231.0,689.46
2012-12-21,4784.55,4802.35,4740.5,4752.9,23102313.0,574.52
2012-12-24,4767.6,4802.8,4752.05,4773.95,22790314.0,609.28
2012-12-26,4767.3,4812.95,4763.25,4792.6,17791106.0,506.67
2012-12-27,4804.2,4841.5,4774.95,4783.55,34079375.0,918.82
2012-12-28,4798.35,4821.65,4779.65,4801.5,16704572.0,603.84
2012-12-31,4802.25,4835.3,4802.25,4830.55,11749591.0,332.71
2013-01-01,4859.1,4880.7,4851.3,4869.5,12895749.0,372.89
2013-01-02,4893.25,4919.8,4891.25,4911.3,19572716.0,736.42
2013-01-03,4934.5,4937.55,4898.25,4905.35,20530585.0,649.22
2013-01-04,4901.6,4902.75,4871.8,4892.9,28390554.0,629.32
2013-01-07,4913.2,4949.25,4906.5,4913.2,22508954.0,663.79
2013-01-08,4924.5,4936.8,4909.0,4915.3,20856928.0,648.93
2013-01-09,4937.7,5002.85,4937.7,4951.75,32187210.0,1162.75
2013-01-10,4978.55,5007.65,4959.0,4970.9,31358714.0,924.89
2013-01-11,4980.5,4988.5,4893.25,4908.35,25215245.0,750.37
2013-01-14,4908.9,4925.75,4870.9,4882.1,17693994.0,763.99
2013-01-15,4896.95,4940.5,4889.75,4903.25,26613774.0,815.72
2013-01-16,4892.9,4900.0,4774.85,4784.05,28921832.0,1086.08
2013-01-17,4796.5,4834.7,4793.9,4806.6,24151967.0,1015.63
2013-01-18,4807.7,4807.7,4757.05,4778.25,30353458.0,1250.72
2013-01-21,4786.65,4790.6,4746.15,4765.1,22207026.0,730.63
2013-01-22,4764.0,4778.8,4726.5,4739.3,20138318.0,618.04
2013-01-23,4738.5,4754.65,4674.85,4699.6,23037518.0,658.1
2013-01-24,4587.1,4605.2,4524.5,4579.9,55304787.0,1479.66
2013-01-25,4585.55,4686.75,4585.55,4679.05,43313806.0,1265.04
2013-01-28,4688.3,4737.25,4687.0,4723.25,25562695.0,771.61
2013-01-29,4710.95,4762.0,4676.25,4680.8,26303177.0,858.89
2013-01-30,4691.85,4699.15,4651.4,4658.55,20589309.0,590.47
2013-01-31,4650.6,4684.6,4635.45,4649.9,19529941.0,741.25
2013-02-01,4649.45,4679.95,4539.95,4591.05,30404057.0,916.6
2013-02-04,4647.3,4664.55,4620.1,4628.15,22704216.0,683.1
2013-02-05,4598.6,4620.85,4590.6,4611.95,20728060.0,570.07
2013-02-06,4634.1,4638.75,4597.25,4605.5,27001905.0,755.43
2013-02-07,4593.3,4625.55,4593.3,4615.1,16573395.0,491.94
2013-02-08,4636.75,4660.2,4552.45,4566.05,33836625.0,951.89
2013-02-11,4592.7,4597.45,4563.05,4571.2,14393322.0,489.53
2013-02-12,4584.15,4617.3,4569.75,4611.75,18308036.0,532.81
2013-02-13,4656.7,4677.05,4617.65,4628.0,20924907.0,657.34
2013-02-14,4630.05,4632.6,4549.05,4567.15,20703960.0,817.38
2013-02-15,4518.25,4595.45,4509.95,4585.35,23638163.0,792.31
2013-02-18,4581.2,4594.75,4566.65,4586.2,18630792.0,571.72
2013-02-19,4583.8,4635.2,4571.05,4627.9,12739920.0,497.42
2013-02-20,4634.05,4647.8,4607.4,4619.65,18958682.0,603.11
2013-02-21,4593.85,4595.85,4543.9,4550.8,19410506.0,736.41
2013-02-22,4534.9,4553.6,4491.1,4526.8,16826298.0,610.82
2013-02-25,4550.2,4572.95,4525.95,4563.65,14904104.0,488.73
2013-02-26,4528.5,4528.5,4417.8,4436.05,18704423.0,614.56
2013-02-27,4444.9,4489.7,4384.55,4469.55,19509868.0,668.03
2013-02-28,4511.0,4521.7,4409.5,4424.8,33848228.0,1496.89
2013-03-01,4441.7,4502.05,4417.25,4481.6,25627405.0,1027.13
2013-03-04,4474.25,4478.8,4418.5,4454.25,18919903.0,771.5
2013-03-05,4449.8,4544.75,4449.8,4531.05,35591695.0,953.52
2013-03-06,4543.9,4570.15,4524.65,4546.6,22444605.0,819.93
2013-03-07,4526.1,4589.95,4513.65,4578.0,28276791.0,807.06
2013-03-08,4589.3,4613.4,4569.4,4601.25,21276163.0,755.47
2013-03-11,4609.8,4625.5,4569.55,4578.85,16420049.0,553.9
2013-03-12,4596.35,4624.3,4562.55,4584.6,24913752.0,699.9
2013-03-13,4578.55,4578.55,4514.15,4520.85,30500868.0,628.37
2013-03-14,4509.2,4541.5,4459.15,4534.75,21634482.0,715.33
2013-03-15,4540.7,4554.05,4490.05,4498.6,23841948.0,759.22
2013-03-18,4473.45,4478.85,4428.8,4438.55,13556323.0,432.82
2013-03-19,4456.75,4474.75,4351.6,4375.45,27174259.0,796.93
2013-03-20,4365.75,4389.7,4330.6,4373.2,18912322.0,627.58
2013-03-21,4370.55,4370.55,4262.75,4283.1,23442593.0,771.26
2013-03-22,4304.55,4338.0,4255.55,4284.95,23382542.0,738.53
2013-03-25,4313.75,4324.0,4233.45,4247.9,19413677.0,522.5
2013-03-26,4237.25,4278.75,4209.8,4258.65,16185500.0,545.11
2013-03-28,4241.75,4241.75,4179.45,4224.6,31812520.0,993.67
2013-04-01,4215.1,4216.3,4174.85,4195.0,11408981.0,394.0
